qid,step_idx,total_steps,prefix_chars,prefix_words,P@1,R@1,F1@1,Hit@1,nDCG@1,MRR@1
PartII_question_7752,1,2,319,55,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_7752,2,2,585,91,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_61040,1,2,350,58,0.0,0.0,0.0,0.0,0.0,0.0
PartII_question_61040,2,2,397,63,0.0,0.0,0.0,0.0,0.0,0.0
PartII_question_8718,1,2,215,34,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_8718,2,2,579,86,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_70057,1,2,254,40,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_70057,2,2,1125,151,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_15356,1,2,261,48,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_15356,2,2,308,53,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_60936,1,2,252,42,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_60936,2,2,299,47,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_65230,1,2,381,60,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_65230,2,2,961,128,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_51969,1,2,394,66,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_51969,2,2,441,71,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_9816,1,2,344,52,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_9816,2,2,896,132,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_64913,1,2,225,41,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_64913,2,2,272,46,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_68791,1,2,255,45,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_68791,2,2,423,71,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_14780,1,2,279,54,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_14780,2,2,326,59,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_54696,1,2,263,39,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_54696,2,2,436,61,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_49508,1,2,302,52,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_49508,2,2,349,57,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_70559,1,2,246,46,0.0,0.0,0.0,0.0,0.0,0.0
PartII_question_70559,2,2,334,60,0.0,0.0,0.0,0.0,0.0,0.0
PartII_question_45018,1,2,147,30,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_45018,2,2,314,55,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_50835,1,2,256,45,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_50835,2,2,1307,225,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_922,1,2,77,13,0.0,0.0,0.0,0.0,0.0,0.0
PartII_question_922,2,2,4034,609,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_9168,1,2,378,63,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_9168,2,2,927,151,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_65994,1,2,277,45,0.0,0.0,0.0,0.0,0.0,0.0
PartII_question_65994,2,2,324,50,0.0,0.0,0.0,0.0,0.0,0.0
PartII_question_20560,1,2,415,61,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_20560,2,2,959,114,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_5407,1,2,326,55,0.0,0.0,0.0,0.0,0.0,0.0
PartII_question_5407,2,2,373,60,0.0,0.0,0.0,0.0,0.0,0.0
PartII_question_53578,1,2,220,36,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_53578,2,2,431,68,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_1708,1,2,33,7,0.0,0.0,0.0,0.0,0.0,0.0
PartII_question_1708,2,2,4528,614,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_22671,1,2,351,49,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_22671,2,2,790,113,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_60480,1,2,260,47,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_60480,2,2,307,52,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_17599,1,2,206,37,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_17599,2,2,429,74,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_7703,1,2,351,51,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_7703,2,2,398,56,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_74396,1,2,155,29,0.0,0.0,0.0,0.0,0.0,0.0
PartII_question_74396,2,2,183,34,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_69933,1,2,264,47,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_69933,2,2,588,70,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_67604,1,2,306,51,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_67604,2,2,353,56,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_56643,1,2,349,54,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_56643,2,2,396,59,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_16003,1,2,292,49,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_16003,2,2,733,112,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_29546,1,2,197,38,0.0,0.0,0.0,0.0,0.0,0.0
PartII_question_29546,2,2,244,43,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_38294,1,2,280,50,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_38294,2,2,327,55,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_45926,1,2,265,44,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_45926,2,2,312,49,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_67192,1,2,220,40,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_67192,2,2,267,45,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_65205,1,2,195,34,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_65205,2,2,514,84,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_10533,1,2,225,42,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_10533,2,2,383,66,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_20631,1,2,304,52,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_20631,2,2,351,57,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_72665,1,2,292,47,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_72665,2,2,492,80,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_62501,1,2,239,37,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_62501,2,2,1237,146,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_8105,1,2,254,40,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_8105,2,2,301,45,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_47629,1,2,299,46,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_47629,2,2,725,111,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_11986,1,2,312,52,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_11986,2,2,611,95,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_11741,1,2,332,60,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_11741,2,2,566,92,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_3539,1,2,251,40,0.0,0.0,0.0,0.0,0.0,0.0
PartII_question_3539,2,2,771,118,0.0,0.0,0.0,0.0,0.0,0.0
PartII_question_62175,1,2,337,54,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_62175,2,2,711,112,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_17545,1,2,285,48,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_17545,2,2,332,53,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_38536,1,2,363,57,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_38536,2,2,1682,120,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_8085,1,2,251,36,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_8085,2,2,1576,182,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_31306,1,2,170,28,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_31306,2,2,378,57,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_8324,1,2,330,58,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_8324,2,2,1026,153,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_6673,1,2,220,38,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_6673,2,2,485,77,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_51267,1,2,289,45,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_51267,2,2,844,124,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_54701,1,2,282,44,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_54701,2,2,1366,190,0.0,0.0,0.0,0.0,0.0,0.0
PartII_question_8491,1,2,254,42,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_8491,2,2,1008,110,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_69049,1,2,260,44,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_69049,2,2,745,108,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_73814,1,2,292,50,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_73814,2,2,946,114,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_5563,1,2,183,27,0.0,0.0,0.0,0.0,0.0,0.0
PartII_question_5563,2,2,676,96,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_72207,1,2,146,25,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_72207,2,2,193,30,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_17860,1,2,421,69,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_17860,2,2,468,74,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_41611,1,2,306,51,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_41611,2,2,523,83,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_33162,1,2,297,50,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_33162,2,2,344,55,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_3199,1,2,238,44,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_3199,2,2,745,117,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_24222,1,2,297,52,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_24222,2,2,344,57,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_6239,1,2,358,66,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_6239,2,2,662,99,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_47440,1,2,293,48,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_47440,2,2,565,87,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_63474,1,2,270,48,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_63474,2,2,1098,188,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_26312,1,2,318,51,0.0,0.0,0.0,0.0,0.0,0.0
PartII_question_26312,2,2,496,73,0.0,0.0,0.0,0.0,0.0,0.0
PartII_question_2611,1,2,54,9,0.0,0.0,0.0,0.0,0.0,0.0
PartII_question_2611,2,2,10771,1509,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_43851,1,2,137,25,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_43851,2,2,293,51,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_23260,1,2,238,39,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_23260,2,2,543,85,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_39146,1,2,331,59,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_39146,2,2,378,64,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_35521,1,2,284,51,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_35521,2,2,599,103,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_40570,1,2,320,53,0.0,0.0,0.0,0.0,0.0,0.0
PartII_question_40570,2,2,887,126,0.0,0.0,0.0,0.0,0.0,0.0
PartII_question_14286,1,2,215,37,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_14286,2,2,262,42,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_1836,1,2,84,12,0.0,0.0,0.0,0.0,0.0,0.0
PartII_question_1836,2,2,20552,3073,0.0,0.0,0.0,0.0,0.0,0.0
PartII_question_65964,1,2,212,36,0.0,0.0,0.0,0.0,0.0,0.0
PartII_question_65964,2,2,255,39,0.0,0.0,0.0,0.0,0.0,0.0
PartII_question_55449,1,2,312,62,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_55449,2,2,1335,224,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_1674,1,2,124,18,0.0,0.0,0.0,0.0,0.0,0.0
PartII_question_1674,2,2,5798,781,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_25123,1,2,242,41,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_25123,2,2,643,102,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_49197,1,2,305,54,0.0,0.0,0.0,0.0,0.0,0.0
PartII_question_49197,2,2,621,101,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_57989,1,2,285,52,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_57989,2,2,1205,183,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_24616,1,2,222,41,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_24616,2,2,792,83,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_55378,1,2,319,52,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_55378,2,2,907,112,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_74014,1,2,274,46,0.0,0.0,0.0,0.0,0.0,0.0
PartII_question_74014,2,2,321,51,0.0,0.0,0.0,0.0,0.0,0.0
PartII_question_62108,1,2,248,48,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_62108,2,2,295,53,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_11341,1,2,351,56,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_11341,2,2,398,61,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_8576,1,2,231,42,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_8576,2,2,888,131,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_29485,1,2,256,41,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_29485,2,2,685,103,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_41114,1,2,289,52,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_41114,2,2,1025,168,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_38264,1,2,323,59,0.0,0.0,0.0,0.0,0.0,0.0
PartII_question_38264,2,2,719,115,0.0,0.0,0.0,0.0,0.0,0.0
PartII_question_59666,1,2,277,51,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_59666,2,2,324,56,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_26563,1,2,359,60,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_26563,2,2,842,126,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_71085,1,2,242,44,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_71085,2,2,289,49,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_12352,1,2,395,65,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_12352,2,2,442,70,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_34611,1,2,369,61,0.0,0.0,0.0,0.0,0.0,0.0
PartII_question_34611,2,2,508,81,0.0,0.0,0.0,0.0,0.0,0.0
PartII_question_63939,1,2,234,39,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_63939,2,2,771,119,0.0,0.0,0.0,0.0,0.0,0.0
PartII_question_10789,1,2,153,28,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_10789,2,2,386,70,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_32764,1,2,190,36,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_32764,2,2,237,41,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_41573,1,2,235,42,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_41573,2,2,956,146,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_42363,1,2,187,30,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_42363,2,2,234,35,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_17474,1,2,277,49,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_17474,2,2,503,82,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_4172,1,2,258,48,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_4172,2,2,801,124,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_32276,1,2,380,71,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_32276,2,2,1001,196,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_61386,1,2,375,61,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_61386,2,2,420,66,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_39698,1,2,256,41,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_39698,2,2,963,145,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_54898,1,2,282,42,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_54898,2,2,463,62,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_20912,1,2,264,47,0.0,0.0,0.0,0.0,0.0,0.0
PartII_question_20912,2,2,802,114,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_53288,1,2,365,61,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_53288,2,2,1703,237,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_68680,1,2,226,36,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_68680,2,2,748,103,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_73787,1,2,210,34,0.0,0.0,0.0,0.0,0.0,0.0
PartII_question_73787,2,2,317,47,0.0,0.0,0.0,0.0,0.0,0.0
PartII_question_59970,1,2,187,28,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_59970,2,2,328,49,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_21667,1,2,296,53,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_21667,2,2,1249,205,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_41225,1,2,284,52,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_41225,2,2,551,89,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_2088,1,2,88,16,0.0,0.0,0.0,0.0,0.0,0.0
PartII_question_2088,2,2,899,92,0.0,0.0,0.0,0.0,0.0,0.0
PartII_question_9198,1,2,266,47,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_9198,2,2,313,52,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_23372,1,2,286,50,0.0,0.0,0.0,0.0,0.0,0.0
PartII_question_23372,2,2,333,55,0.0,0.0,0.0,0.0,0.0,0.0
PartII_question_31674,1,2,274,51,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_31674,2,2,928,164,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_16065,1,2,313,44,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_16065,2,2,360,49,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_33009,1,2,199,36,0.0,0.0,0.0,0.0,0.0,0.0
PartII_question_33009,2,2,246,41,0.0,0.0,0.0,0.0,0.0,0.0
PartII_question_55548,1,2,211,42,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_55548,2,2,789,132,0.0,0.0,0.0,0.0,0.0,0.0
PartII_question_45074,1,2,275,48,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_45074,2,2,322,53,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_30223,1,2,220,38,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_30223,2,2,267,43,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_35583,1,2,300,51,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_35583,2,2,993,163,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_54914,1,2,283,44,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_54914,2,2,520,78,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_9512,1,2,280,45,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_9512,2,2,871,123,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_23765,1,2,276,48,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_23765,2,2,705,116,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_73825,1,2,244,42,0.0,0.0,0.0,0.0,0.0,0.0
PartII_question_73825,2,2,291,47,0.0,0.0,0.0,0.0,0.0,0.0
PartII_question_52915,1,2,255,40,0.0,0.0,0.0,0.0,0.0,0.0
PartII_question_52915,2,2,302,45,0.0,0.0,0.0,0.0,0.0,0.0
PartII_question_33108,1,2,266,45,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_33108,2,2,313,50,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_51632,1,2,267,44,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_51632,2,2,886,102,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_75742,1,2,221,40,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_75742,2,2,755,116,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_12875,1,2,239,42,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_12875,2,2,510,81,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_4666,1,2,318,54,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_4666,2,2,1000,134,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_16248,1,2,140,26,0.0,0.0,0.0,0.0,0.0,0.0
PartII_question_16248,2,2,187,31,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_63324,1,2,326,52,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_63324,2,2,836,136,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_34,1,9,124,22,0.0,0.0,0.0,0.0,0.0,0.0
PartII_question_34,2,9,230,32,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_34,3,9,305,46,0.0,0.0,0.0,0.0,0.0,0.0
PartII_question_34,4,9,362,57,0.0,0.0,0.0,0.0,0.0,0.0
PartII_question_34,5,9,436,71,0.0,0.0,0.0,0.0,0.0,0.0
PartII_question_34,6,9,746,104,0.0,0.0,0.0,0.0,0.0,0.0
PartII_question_34,7,9,843,121,0.0,0.0,0.0,0.0,0.0,0.0
PartII_question_34,8,9,925,138,0.0,0.0,0.0,0.0,0.0,0.0
PartII_question_34,9,9,984,149,0.0,0.0,0.0,0.0,0.0,0.0
PartII_question_26067,1,2,272,47,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_26067,2,2,687,107,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_58546,1,2,295,51,0.0,0.0,0.0,0.0,0.0,0.0
PartII_question_58546,2,2,856,145,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_1296,1,2,56,8,0.0,0.0,0.0,0.0,0.0,0.0
PartII_question_1296,2,2,6241,880,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_21965,1,2,259,38,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_21965,2,2,531,76,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_52832,1,2,238,43,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_52832,2,2,694,118,0.0,0.0,0.0,0.0,0.0,0.0
PartII_question_63320,1,2,367,64,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_63320,2,2,510,84,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_39427,1,2,252,47,0.0,0.0,0.0,0.0,0.0,0.0
PartII_question_39427,2,2,1314,158,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_43696,1,2,339,60,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_43696,2,2,618,103,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_72720,1,2,347,61,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_72720,2,2,753,131,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_48419,1,2,262,45,0.0,0.0,0.0,0.0,0.0,0.0
PartII_question_48419,2,2,440,68,0.0,0.0,0.0,0.0,0.0,0.0
PartII_question_27786,1,2,276,46,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_27786,2,2,851,133,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_33314,1,2,282,49,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_33314,2,2,329,54,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_67828,1,2,220,39,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_67828,2,2,486,74,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_54032,1,2,447,72,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_54032,2,2,494,77,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_18745,1,2,355,62,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_18745,2,2,695,119,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_15757,1,2,336,49,0.0,0.0,0.0,0.0,0.0,0.0
PartII_question_15757,2,2,800,111,0.0,0.0,0.0,0.0,0.0,0.0
PartII_question_52350,1,2,126,24,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_52350,2,2,716,106,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_19008,1,2,377,65,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_19008,2,2,424,70,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_68617,1,2,164,28,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_68617,2,2,310,48,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_72488,1,2,271,44,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_72488,2,2,812,116,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_26868,1,2,248,37,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_26868,2,2,320,46,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_7189,1,2,350,65,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_7189,2,2,843,146,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_8304,1,2,217,36,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_8304,2,2,264,41,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_15892,1,2,298,52,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_15892,2,2,431,61,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_28940,1,2,168,29,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_28940,2,2,757,112,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_32069,1,2,273,43,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_32069,2,2,320,48,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_5174,1,2,271,48,1.0,1.0,1.0,1.0,1.0,1.0
PartII_question_5174,2,2,557,96,1.0,1.0,1.0,1.0,1.0,1.0
